customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6838-VBKEX,Male,0,Yes,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),16.31,569.63,No
7280-VMCYT,Male,1,Yes,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.84,257.1,No
6842-CRDSY,Female,0,No,No,63,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,89.4,6151.57,No
8104-WZMKM,Female,0,No,Yes,29,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.65,2288.61,No
2992-VJQPB,Male,0,No,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.02,1141.9,No
9490-PYTQH,Male,1,Yes,Yes,70,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),90.68,6699.35,No
5564-TKWNK,Male,1,No,No,48,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.13,830.94,No
6175-JBJCH,Male,0,No,Yes,12,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),65.51,778.23,No
4463-VJQRM,Male,1,Yes,Yes,71,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,94.74,6208.98,No
6998-CRZIQ,Male,0,No,No,17,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),93.17,1438.15,No
9103-CGYEG,Male,1,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.55,601.84,Yes
7187-XUMDW,Male,0,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.84,1896.93,No
7114-GRUJF,Male,1,Yes,No,53,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,88.93,4386.47,No
3675-UCZGF,Male,1,Yes,No,49,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,60.99,3243.82,No
7510-LSYSS,Male,0,No,Yes,57,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.08,4728.43,No
3068-FIOZP,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.4,386.92,No
1167-LFQGB,Male,1,No,Yes,29,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,16.11,422.07,No
4870-AJMXZ,Female,1,Yes,No,5,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,92.5,483.45,No
1660-ODONA,Female,0,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,87.27,1486.16,No
7144-UTPZT,Female,0,Yes,No,66,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),94.84,6004.79,No
8174-VTNKC,Male,1,No,No,72,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),15.05,1004.08,No
5730-GQRCJ,Female,1,Yes,No,58,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,80.89,4945.72,No
3200-YCBSL,Male,1,No,Yes,8,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.62,193.93,Yes
3984-MQYLC,Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),64.32,3777.88,No
3536-JTMXS,Female,1,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.16,609.64,No
1847-XCTPX,Male,1,No,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,109.58,5955.32,No
7417-TKXUD,Female,1,Yes,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.67,1410.36,No
6001-JLDZJ,Female,0,Yes,No,25,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),97.97,2437.32,No
7712-DVTVV,Male,0,Yes,No,5,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,66.17,313.69,No
3194-QXLUT,Female,1,No,No,44,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.89,4590.05,No
3168-YEIEQ,Female,1,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.14,597.57,No
9940-UPOMZ,Male,1,No,Yes,62,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,108.18,6493.95,No
7640-QURJZ,Female,0,No,Yes,27,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),102.84,3029.75,No
9131-JIUUK,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,101.39,2248.53,No
9789-FMOZR,Female,1,Yes,Yes,49,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),89.19,4086.71,No
8872-WDXDD,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,92.82,6410.33,No
2567-DRBAN,Male,0,No,No,19,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,58.16,1107.2,No
8999-KPLII,Male,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,15.85,389.23,Yes
7277-BZHST,Female,1,No,No,15,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,65.1,935.78,No
5072-EMPMR,Male,1,No,No,22,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.85,1701.93,Yes
1703-MVFKE,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.8,32.66,No
3396-NIMGZ,Male,1,Yes,Yes,6,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.79,637.78,No
2242-THGKF,Male,1,Yes,No,42,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.08,762.93,No
4990-TIPAB,Male,1,No,Yes,41,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,80.22,3163.88,No
1966-BODZZ,Female,0,No,No,37,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.15,2532.83,Yes
4812-MMFZF,Male,0,No,No,61,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),77.31,4597.45,No
4444-JQMJJ,Male,1,No,Yes,6,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.43,152.6,No
8729-LZXND,Male,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),116.29,5007.84,No
9011-RXBZG,Male,1,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.58,932.05,No
8876-LWEZN,Male,1,Yes,No,19,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.0,440.34,No
3463-AGTDP,Female,0,No,Yes,16,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,81.85,1204.67,No
6319-ZJRCY,Male,0,Yes,No,33,Yes,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,62.85,1955.33,No
8686-ILBIU,Female,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,115.46,4800.33,No
7922-SILGN,Female,0,Yes,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.08,120.34,No
8580-IXLSX,Male,1,Yes,Yes,24,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),87.05,1962.85,No
7341-RHELH,Male,1,No,No,51,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,96.0,4417.59,No
2825-OUKTX,Female,1,Yes,Yes,38,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,89.88,3541.8,No
8010-HZKJB,Male,0,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.95,26.14,No
5759-ASSQU,Female,1,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),15.06,991.14,No
4090-KWGIO,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,88.77,724.98,No
8248-UEIZG,Female,0,No,No,15,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,88.42,1354.31,No
6770-DJPZF,Female,0,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.53,567.32,No
1525-YQCOU,Female,0,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),31.22,1471.29,No
8209-WAXQD,Female,1,Yes,No,44,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,92.57,4096.24,No
5606-OYWQW,Female,1,No,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.1,476.11,No
5989-LJVJM,Male,0,Yes,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),16.6,228.71,No
2440-UZLCR,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,90.41,2529.15,No
1061-IZKCK,Male,1,No,No,61,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),48.59,3241.14,Yes
6008-LKDCD,Male,1,No,No,21,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.92,1752.42,No
5419-MODFB,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),95.85,1970.31,No
9400-GVCBF,Female,1,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),101.14,1021.03,No
7144-YWJPY,Male,0,No,Yes,62,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),71.58,4703.56,No
4969-CABQV,Female,0,Yes,Yes,1,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,70.39,68.05,No
6856-EQSYP,Male,1,No,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),134.38,3070.91,No
3128-SNTET,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,103.23,716.74,No
7008-UXFNN,Female,0,No,Yes,42,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,65.75,2845.57,No
8877-AMLOE,Female,0,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.15,342.51,No
4757-MAQHU,Male,1,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),107.66,214.37,Yes
3311-VTDOE,Female,0,No,No,40,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),92.39,3550.4,No
8656-FGGVX,Female,1,No,No,71,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.32,1396.73,No
7724-LDPQH,Female,1,No,Yes,67,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),86.04,6330.67,No
8936-XYGED,Male,1,Yes,No,31,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),65.62,2139.99,No
1794-IHURJ,Male,1,Yes,Yes,31,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.63,2924.03,Yes
7138-KIEPF,Female,1,No,Yes,62,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),90.51,5567.86,Yes
1618-WZZVJ,Male,1,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.59,223.03,Yes
6839-YERMY,Male,1,Yes,No,66,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),16.32,1140.07,No
4680-JIOQR,Female,1,Yes,Yes,44,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),128.2,5559.43,No
7770-YPJPF,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,120.66,4864.28,No
5041-HUHXG,Female,0,Yes,No,49,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.97,1008.52,No
3677-QOBJN,Female,1,Yes,Yes,54,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,105.29,6159.35,No
3284-ZAQXA,Male,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,115.23,4871.37,No
3780-DCWFW,Female,1,Yes,No,18,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),78.11,1507.41,No
5216-JIQQG,Male,1,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.83,718.47,No
9652-DQUNQ,Male,1,No,No,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),122.43,4865.08,No
5465-QNRUK,Male,1,Yes,Yes,71,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,88.78,6116.1,No
6909-KIFDY,Male,0,No,Yes,38,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),103.85,4023.21,Yes
6662-FHEAL,Male,0,Yes,No,7,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),86.14,613.95,No
8512-KFWLL,Male,0,Yes,Yes,35,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,99.29,3230.64,No
5628-AEHCY,Female,0,Yes,No,57,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,68.33,4205.75,No
3765-CMDMX,Female,1,Yes,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,85.13,5164.41,No
3904-BNCRQ,Male,1,No,Yes,51,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,67.88,3622.4,No
7722-JFPFY,Female,1,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.13,1242.97,No
1681-OCTJC,Male,1,No,No,16,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,15.47,270.5,No
7643-DGGRA,Female,0,Yes,No,71,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),97.74,6908.15,No
3995-CFGVU,Male,1,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),16.49,1253.91,Yes
5837-ENJJH,Male,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),111.24,5735.64,No
3740-MIXPI,Female,0,Yes,Yes,32,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,93.94,2731.09,No
1776-LHPXK,Female,0,Yes,No,53,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,98.88,5339.81,No
1975-EMSUM,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.54,6185.47,No
9338-MHLOM,Female,0,Yes,No,9,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),86.47,728.17,No
5007-VHZEA,Female,1,Yes,Yes,46,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,101.49,5094.58,No
6845-UMIVR,Male,1,No,No,65,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),80.26,5525.85,No
9450-MRVKR,Male,0,No,No,70,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,75.49,5260.56,No
9187-LVZKS,Male,0,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),15.89,565.9,Yes
8230-XVQNH,Female,0,No,Yes,21,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),97.34,2134.26,No
7559-PNFHE,Male,1,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.04,1010.7,No
7982-XAPFL,Male,0,No,Yes,53,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.02,1173.46,Yes
1132-CEPYA,Female,1,No,No,28,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,118.0,3021.02,No
8633-VQPJE,Female,1,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.92,609.51,Yes
7978-PCCMH,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.49,126.88,No
9076-ODDCJ,Male,0,No,Yes,57,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),85.32,4990.74,No
9015-AGJFL,Male,0,Yes,Yes,62,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.9,5360.35,No
6870-IMUAO,Female,1,Yes,Yes,71,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.82,4467.71,No
3405-ETHRM,Female,1,Yes,No,36,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.69,3672.91,No
9878-LMUXD,Female,1,Yes,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.65,1217.86,No
3593-XTQIU,Female,1,Yes,No,67,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.46,5788.65,No
3208-OUBJR,Male,1,No,Yes,35,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),87.68,3073.28,No
2224-NIZMI,Male,1,No,Yes,3,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.45,56.33,No
5343-XWEPA,Male,1,No,Yes,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.02,3736.93,No
9445-XVORG,Male,1,No,No,62,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,78.07,5030.33,No
4949-GIIRW,Male,1,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.98,1688.99,No
1557-FGOGC,Male,0,No,Yes,57,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,105.29,5956.2,Yes
4399-OOSII,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.66,26.3,No
7708-RJTZJ,Male,0,Yes,Yes,48,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),115.47,5546.08,No
3414-JABAF,Male,0,No,Yes,17,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,73.96,1241.77,No
4747-RHMND,Male,1,Yes,Yes,53,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.64,4940.4,No
3777-BESBV,Female,0,No,Yes,11,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,16.1,184.96,No
9353-DMUAU,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,114.8,1089.58,No
5172-CSYPC,Female,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,95.58,3331.05,No
4812-YTGDS,Female,0,Yes,Yes,65,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,106.84,7177.4,No
8966-LTRWN,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.31,922.88,No
4312-EPFEK,Male,1,Yes,Yes,42,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.38,4944.12,No
7263-YVBRD,Female,1,No,No,54,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),86.79,4441.47,No
6655-OGKHM,Male,0,No,No,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.32,36.48,No
5547-ABWXT,Female,1,No,No,43,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,125.6,5075.26,No
3332-LWSYD,Male,0,Yes,No,28,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),89.91,2451.02,No
2026-QWUKA,Male,1,Yes,No,29,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,85.4,2258.24,No
2358-MIGPH,Male,1,No,No,53,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.67,4294.16,No
9295-BYQGZ,Male,0,No,Yes,14,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,78.25,1035.44,No
2942-JZHIE,Female,1,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,17.86,1022.19,No
1947-XVNFT,Female,0,No,No,64,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,68.19,3970.95,Yes
3763-RCPQP,Male,1,Yes,No,23,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,93.33,2190.07,No
1871-ZANIM,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,83.28,3553.53,No
1469-QBBEL,Male,0,No,No,49,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,107.21,5319.59,No
3739-GSDYB,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),129.73,5198.93,No
1136-IMVKR,Female,1,Yes,Yes,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.59,1153.49,No
9684-LIRSN,Male,0,No,No,5,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),16.07,73.28,No
3106-JQQUO,Female,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.95,167.09,No
9063-VXEPS,Female,0,Yes,Yes,7,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,69.3,522.63,No
6424-QNBLY,Male,0,Yes,Yes,32,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,94.07,2971.87,No
1122-BEQMQ,Female,0,No,No,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.86,1151.15,Yes
2462-GWJPV,Male,0,No,Yes,43,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.75,3464.73,No
9136-ACUVT,Male,0,No,Yes,9,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.45,208.03,No
4428-KZESU,Male,0,Yes,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.18,1415.99,No
6284-SQJUZ,Female,1,No,No,5,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.13,348.54,No
5015-YEZQE,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),97.01,2409.57,Yes
4917-QQOOB,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.94,3536.0,No
7686-KCUXM,Male,0,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,16.95,144.3,No
